activity_id,donor_name,recipient_name,text_preview
2015008107bgd,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008108,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008109,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008110grc,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008110kio,United States,Dominican Republic,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008111,United States,Mozambique,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008111epj,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008112,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US G"
2015008113,United States,Mozambique,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
2015008113zxl,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
2015008114,United States,Mozambique,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
2015008114dnp,United States,Nigeria,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
2015008115,United States,Mozambique,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
2015008115ikw,United States,Uganda,"HIV/AIDS - Administration and Oversight (HIV) - Assistance for HIV/AIDS HIV/AIDS - ADMINISTRATION AND OVERSIGHT (HIV) - ASSISTANCE FOR HIV/AIDS PEPFAR: HIV/AIDS - Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other "
